prezzo,nome,carburante,cavalli,cilindrata,consumi,emissioni,potenza,serbatoio
87809.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,6.62,130.00,194.9,50.0
87809.00,mercedes-benz,Mild Ibrido-Diesel,258,2.0,6.62,130.00,194.9,50.0
42900.00,mercedes-benz,Mild Ibrido-Diesel,258,2.0,6.62,130.00,194.9,50.0
42900.00,mercedes-benz,Mild Ibrido-Diesel,200,2.0,6.62,130.00,194.9,50.0
42900.00,mercedes-benz,Mild Ibrido-Diesel,265,2.0,6.62,130.00,194.9,50.0
42900.00,mercedes-benz,Mild Ibrido,194,3.0,8.50,130.00,269.9,50.0
42900.00,mercedes-benz,Mild Ibrido,330,3.0,8.50,130.00,269.9,50.0
42900.00,mercedes-benz,Mild Ibrido,265,3.0,8.50,130.00,269.9,50.0
42900.00,mercedes-benz,Mild Ibrido,299,3.0,8.50,130.00,269.9,50.0
119651.00,mercedes-benz,Mild Ibrido,367,3.0,8.50,130.00,269.9,50.0
119651.00,mercedes-benz,Mild Ibrido-Diesel,170,2.0,5.30,130.00,194.9,50.0
119651.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,5.30,130.00,194.9,50.0
119651.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,5.30,130.00,194.9,50.0
119651.00,mercedes-benz,Mild Ibrido-Diesel,258,2.0,5.30,130.00,194.9,50.0
48950.00,mercedes-benz,Mild Ibrido-Diesel,258,2.0,5.30,130.00,194.9,50.0
48950.00,mercedes-benz,Mild Ibrido-Diesel,200,2.0,5.30,130.00,194.9,50.0
48950.00,mercedes-benz,Mild Ibrido-Diesel,265,2.0,5.30,130.00,194.9,50.0
48950.00,mercedes-benz,Ibrido-Benzina,286,3.0,9.50,215.00,319.9,50.0
48950.00,mercedes-benz,Ibrido-Benzina,286,3.0,9.50,215.00,319.9,50.0
48950.00,mercedes-benz,Ibrido-Benzina,286,3.0,9.50,215.00,319.9,50.0
48950.00,mercedes-benz,Ibrido-Benzina,330,3.0,9.50,215.00,319.9,50.0
124000.00,mercedes-benz,Ibrido-Benzina,330,3.0,9.50,215.00,319.9,50.0
124000.00,mercedes-benz,Ibrido-Benzina,367,3.0,9.50,215.00,319.9,50.0
124000.00,mercedes-benz,Ibrido-Benzina,367,3.0,9.50,215.00,319.9,50.0
124000.00,mercedes-benz,Ibrido-Benzina,435,3.0,9.50,215.00,319.9,50.0
124000.00,mercedes-benz,Ibrido-Benzina,435,3.0,9.50,215.00,319.9,50.0
124000.00,mercedes-benz,Mild Ibrido,197,3.0,8.70,130.00,269.9,50.0
124000.00,mercedes-benz,Mild Ibrido,197,3.0,8.70,130.00,269.9,50.0
124000.00,mercedes-benz,Mild Ibrido,258,3.0,8.70,130.00,269.9,50.0
124000.00,mercedes-benz,Mild Ibrido,367,3.0,8.70,130.00,269.9,50.0
91000.00,mercedes-benz,Mild Ibrido,194,3.0,8.70,130.00,269.9,50.0
91000.00,mercedes-benz,Mild Ibrido,194,3.0,8.70,130.00,269.9,50.0
91000.00,mercedes-benz,Mild Ibrido,340,3.0,8.70,130.00,269.9,50.0
91000.00,mercedes-benz,Ibrido plug-in,510,3.0,3.50,23.00,269.9,50.0
91000.00,mercedes-benz,Diesel,163,1.9,5.90,130.00,175.8,57.2
91000.00,mercedes-benz,Diesel,163,1.9,5.90,130.00,175.8,57.2
91000.00,mercedes-benz,Diesel,190,1.9,5.90,130.00,175.8,57.2
290876.00,mercedes-benz,Diesel,190,1.9,5.90,130.00,175.8,57.2
297500.00,mercedes-benz,Diesel,239,1.9,5.90,130.00,175.8,57.2
297500.00,mercedes-benz,Diesel,239,1.9,5.90,130.00,175.8,57.2
297500.00,mercedes-benz,Benzina,630,6.0,14.60,130.00,463.2,50.0
297500.00,mercedes-benz,Diesel,286,2.9,9.60,130.00,242.7,96.1
297500.00,mercedes-benz,Diesel,330,2.9,9.60,130.00,242.7,96.1
297500.00,mercedes-benz,Diesel,422,2.9,9.60,130.00,242.7,96.1
2255000.00,mercedes-benz,Benzina,469,4.0,8.70,130.00,345.0,50.0
1150000.00,mercedes-benz,Diesel,177,3.0,5.70,130.00,190.0,59.1
1150000.00,mercedes-benz,Diesel,204,3.0,5.70,130.00,190.0,59.1
1150000.00,mercedes-benz,Diesel,204,3.0,5.70,130.00,190.0,59.1
284979.00,mercedes-benz,Diesel,251,3.0,5.70,130.00,190.0,59.1
145154.00,mercedes-benz,Diesel,258,3.0,5.70,130.00,190.0,59.1
145154.00,mercedes-benz,Diesel,333,3.0,5.70,130.00,190.0,59.1
145154.00,mercedes-benz,Diesel,333,3.0,5.70,130.00,190.0,59.1
145154.00,mercedes-benz,Diesel,408,3.0,5.70,130.00,190.0,59.1
145154.00,mercedes-benz,Diesel,408,3.0,5.70,130.00,190.0,59.1
145154.00,mercedes-benz,Benzina,585,5.5,10.10,130.00,430.3,75.0
145154.00,mercedes-benz,Diesel,184,3.0,6.30,130.00,189.8,65.9
145154.00,mercedes-benz,Diesel,184,3.0,6.30,130.00,189.8,65.9
145154.00,mercedes-benz,Diesel,245,3.0,6.30,130.00,189.8,65.9
238300.00,mercedes-benz,Diesel,333,3.0,6.30,130.00,189.8,65.9
555888.00,mercedes-benz,Diesel,194,3.0,6.30,130.00,189.8,65.9
555888.00,mercedes-benz,Diesel,194,3.0,6.30,130.00,189.8,65.9
555888.00,mercedes-benz,Diesel,258,3.0,6.30,130.00,189.8,65.9
555888.00,mercedes-benz,Benzina,367,4.7,9.00,130.00,335.0,50.0
555888.00,mercedes-benz,Benzina,455,4.7,9.00,130.00,335.0,50.0
555888.00,mercedes-benz,Diesel,184,3.0,7.00,130.00,195.0,65.9
555888.00,mercedes-benz,Diesel,211,3.0,7.00,130.00,195.0,65.9
211336.00,mercedes-benz,Diesel,211,3.0,7.00,130.00,195.0,65.9
211336.00,mercedes-benz,Diesel,306,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,143,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,143,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,170,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,170,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,170,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,170,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,204,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Diesel,265,3.0,7.00,130.00,195.0,65.9
63165.00,mercedes-benz,Benzina,557,5.5,10.40,130.00,430.0,65.9
63165.00,mercedes-benz,Benzina,557,5.5,10.40,130.00,430.0,65.9
63165.00,mercedes-benz,Benzina,585,5.5,10.40,130.00,430.0,65.9
63165.00,mercedes-benz,Diesel,156,2.1,5.00,130.00,150.0,65.9
94900.00,mercedes-benz,Diesel,156,2.1,5.00,130.00,150.0,65.9
94900.00,mercedes-benz,Diesel,183,2.1,5.00,130.00,150.0,65.9
94900.00,mercedes-benz,Diesel,183,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,183,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,210,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,245,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,333,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,170,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,170,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,170,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,204,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,204,2.1,5.00,130.00,150.0,65.9
110819.00,mercedes-benz,Diesel,75,1.5,5.60,146.00,69.9,50.0
110819.00,mercedes-benz,Diesel,95,1.5,5.60,146.00,69.9,50.0
110819.00,mercedes-benz,Diesel,116,1.5,5.60,146.00,69.9,50.0
110819.00,mercedes-benz,Diesel,95,1.5,5.60,146.00,69.9,50.0
33674.00,mercedes-benz,Diesel,102,1.5,5.60,146.00,69.9,50.0
33674.00,mercedes-benz,Diesel,131,1.5,5.60,146.00,69.9,50.0
33674.00,mercedes-benz,Diesel,102,1.5,5.60,146.00,69.9,50.0
33674.00,mercedes-benz,Diesel,131,1.5,5.60,146.00,69.9,50.0
33674.00,mercedes-benz,Benzina,135,1.3,6.65,130.00,99.3,50.0
33674.00,mercedes-benz,Benzina,168,1.3,6.65,130.00,123.5,50.0
33674.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,6.65,130.00,144.9,50.0
33674.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,6.65,130.00,144.9,50.0
119900.00,mercedes-benz,Mild Ibrido-Diesel,258,2.0,6.65,130.00,144.9,50.0
119900.00,mercedes-benz,Mild Ibrido-Diesel,381,2.0,6.65,130.00,144.9,50.0
88358.00,mercedes-benz,Mild Ibrido-Diesel,197,2.0,6.65,130.00,144.9,50.0
88358.00,mercedes-benz,Diesel,156,1.9,5.20,130.00,180.2,50.0
88358.00,mercedes-benz,Diesel,184,1.9,5.20,130.00,180.2,50.0
88358.00,mercedes-benz,Diesel,184,1.9,5.20,130.00,180.2,50.0
88358.00,mercedes-benz,Diesel,333,1.9,5.20,130.00,180.2,50.0
70000.00,mercedes-benz,Diesel,194,1.9,5.20,130.00,180.2,50.0
70000.00,mercedes-benz,Diesel,245,1.9,5.20,130.00,180.2,50.0
70000.00,mercedes-benz,Diesel,204,2.0,5.60,147.00,147.1,40.1
70000.00,mercedes-benz,Diesel,200,2.0,5.60,147.00,147.1,40.1
70000.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,4.70,123.00,144.9,50.0
70000.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,4.70,123.00,144.9,50.0
67162.00,mercedes-benz,Mild Ibrido-Diesel,258,2.0,4.70,123.00,144.9,50.0
67162.00,mercedes-benz,Mild Ibrido-Diesel,381,2.0,4.70,123.00,144.9,50.0
73000.00,mercedes-benz,Mild Ibrido-Diesel,197,2.0,4.70,123.00,144.9,50.0
73000.00,mercedes-benz,Ibrido plug-in,136,1.3,3.50,17.00,119.9,50.0
73000.00,mercedes-benz,Ibrido plug-in,163,1.3,3.50,17.00,119.9,50.0
73000.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,17.00,119.9,50.0
73000.00,mercedes-benz,Ibrido plug-in,224,1.3,3.50,17.00,119.9,50.0
57982.00,mercedes-benz,Ibrido plug-in,116,1.3,3.50,17.00,119.9,50.0
57982.00,mercedes-benz,Ibrido plug-in,150,1.3,3.50,17.00,119.9,50.0
57982.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,17.00,119.9,50.0
57982.00,mercedes-benz,Ibrido plug-in,218,1.3,3.50,17.00,119.9,50.0
57982.00,mercedes-benz,Diesel,156,2.1,4.70,130.00,150.0,60.2
57982.00,mercedes-benz,Diesel,156,2.1,4.70,130.00,150.0,60.2
57982.00,mercedes-benz,Diesel,183,2.1,4.70,130.00,150.0,60.2
57982.00,mercedes-benz,Diesel,183,2.1,4.70,130.00,150.0,60.2
158070.00,mercedes-benz,Diesel,245,2.1,4.70,130.00,150.0,60.2
158070.00,mercedes-benz,Diesel,204,2.1,4.70,130.00,150.0,60.2
158070.00,mercedes-benz,Diesel,102,1.5,5.50,144.00,85.3,54.1
158070.00,mercedes-benz,Diesel,131,1.5,5.50,144.00,85.3,54.1
158070.00,mercedes-benz,Diesel,131,1.5,5.50,144.00,85.3,54.1
158070.00,mercedes-benz,Diesel,95,1.5,5.50,144.00,85.3,54.1
38700.00,mercedes-benz,Diesel,95,1.5,5.50,144.00,85.3,54.1
38700.00,mercedes-benz,Diesel,116,1.5,5.50,144.00,85.3,54.1
38700.00,mercedes-benz,Diesel,116,1.5,5.50,144.00,85.3,54.1
38700.00,mercedes-benz,Benzina,435,3.0,6.59,130.00,319.9,50.0
38700.00,mercedes-benz,Benzina,302,2.0,8.50,193.00,225.1,50.0
38700.00,mercedes-benz,Ibrido-Benzina,603,4.0,6.59,130.00,443.5,50.0
38700.00,mercedes-benz,Benzina,435,3.0,10.70,244.00,319.9,50.0
42990.00,mg,Benzina,106,1.5,5.80,130.00,78.0,45.0
42990.00,mg,Benzina,106,1.5,5.80,130.00,78.0,45.0
24990.00,mg,Benzina,105,1.5,5.80,130.00,78.0,45.0
24990.00,mg,Diesel,160,1.8,4.40,130.00,110.0,50.0
24990.00,mg,Diesel,150,1.9,4.40,130.00,110.0,50.0
24990.00,mg,Elettrico,313,2.0,6.63,130.00,229.5,50.0
24990.00,mg,Elettrico,312,2.0,6.63,130.00,229.5,50.0
34145.00,mg,Benzina,136,1.5,6.50,130.00,130.9,50.0
34145.00,mg,Benzina,178,2.0,6.50,130.00,130.9,50.0
43800.00,mini,Diesel,150,1.6,7.00,130.00,90.0,50.0
43800.00,mini,Diesel,150,1.6,7.00,130.00,90.0,50.0
49000.00,mini,Diesel,150,1.6,7.00,130.00,90.0,50.0
49000.00,mini,Ibrido plug-in,91,1.0,3.50,31.00,116.2,48.1
38612.00,mini,Ibrido plug-in,140,1.3,3.50,31.00,116.2,48.1
38612.00,mini,Ibrido plug-in,150,1.3,3.50,31.00,116.2,48.1
38612.00,mini,Ibrido plug-in,143,1.6,3.50,31.00,116.2,48.1
28495.00,mitsubishi,Ibrido plug-in,143,1.6,3.50,31.00,116.2,48.1
28495.00,mitsubishi,Benzina,181,2.5,6.61,130.00,133.1,54.9
28495.00,mitsubishi,Benzina,181,2.5,6.61,130.00,133.1,54.9
28495.00,mitsubishi,Benzina,150,1.5,6.61,130.00,110.3,50.0
28495.00,mitsubishi,Benzina,78,1.2,6.61,130.00,57.4,34.8
2800000.00,mitsubishi,Benzina,78,1.2,6.61,130.00,57.4,34.8
2800000.00,mitsubishi,Benzina,76,1.2,4.60,130.00,56.7,50.0
56490.00,mitsubishi,Benzina,76,1.2,4.60,130.00,56.7,50.0
18895.00,mitsubishi,Benzina,148,2.0,6.60,130.00,123.6,50.0
18895.00,mitsubishi,Benzina,148,2.0,6.60,130.00,123.6,50.0
19055.00,mitsubishi,Benzina,168,2.4,6.60,130.00,123.6,50.0
19055.00,mitsubishi,Diesel,180,2.4,6.40,130.00,133.0,75.0
40000.00,mitsubishi,Diesel,154,2.4,6.40,130.00,133.0,75.0
40000.00,mitsubishi,Diesel,180,2.4,6.40,130.00,133.0,75.0
40000.00,mitsubishi,Ibrido-Benzina,150,1.0,6.60,130.00,110.3,50.0
45900.00,mitsubishi,Ibrido-Benzina,150,1.0,6.60,130.00,110.3,50.0
45900.00,mitsubishi,Ibrido-Benzina,150,1.6,6.60,130.00,110.3,50.0
45900.00,mitsubishi,Diesel,117,1.6,5.40,130.00,110.0,59.1
23600.00,mitsubishi,Diesel,140,1.8,5.40,130.00,110.0,59.1
23600.00,mitsubishi,Diesel,140,1.8,5.40,130.00,110.0,59.1
23600.00,mitsubishi,Diesel,150,1.8,5.40,130.00,110.0,59.1
54900.00,mitsubishi,Diesel,200,3.2,9.20,130.00,118.0,50.0
54900.00,mitsubishi,Diesel,200,3.2,9.20,130.00,118.0,50.0
54900.00,mitsubishi,Diesel,160,3.2,9.20,130.00,118.0,50.0
54900.00,mitsubishi,Diesel,250,3.8,9.20,130.00,118.0,50.0
54111.00,mitsubishi,Benzina,71,1.0,4.40,130.00,59.0,34.8
54111.00,mitsubishi,Benzina,71,1.0,4.40,130.00,59.0,34.8
54111.00,mitsubishi,Benzina,80,1.2,4.40,130.00,59.0,34.8
54111.00,mitsubishi,Benzina,80,1.2,4.40,130.00,59.0,34.8
15900.00,mitsubishi,Benzina,150,2.0,9.40,130.00,95.0,50.0
15900.00,mitsubishi,Benzina,150,2.0,9.40,130.00,95.0,50.0
15900.00,mitsubishi,Benzina,78,1.2,6.60,130.00,57.0,50.0
15900.00,mitsubishi,Benzina,78,1.2,6.60,130.00,57.0,50.0
5900.00,mitsubishi,Benzina,335,3.0,6.60,130.00,246.4,50.0
5900.00,mitsubishi,Benzina,255,2.0,6.60,130.00,187.6,50.0
69999.00,mitsubishi,Benzina,367,4.8,12.10,130.00,270.0,50.0
69999.00,mitsubishi,Benzina,367,4.8,12.10,130.00,270.0,50.0
127000.00,morgan,Benzina,115,2.0,9.30,130.00,61.0,50.0
79800.00,morgan,Benzina,83,2.0,9.30,130.00,61.0,50.0
301724.00,morgan,Benzina,150,1.6,6.40,130.00,82.0,50.0
301724.00,morgan,Benzina,150,4.8,12.40,130.00,270.0,50.0
74400.00,morgan,Benzina,150,4.8,12.40,130.00,270.0,50.0
74400.00,morgan,Benzina,280,3.7,9.80,130.00,209.0,50.0
38000.00,morgan,Benzina,151,2.0,6.63,130.00,111.1,46.9
119000.00,morgan,Benzina,201,1.5,6.63,130.00,149.9,54.9
301724.00,morgan,Benzina,122,1.6,7.80,130.00,89.7,40.9
74900.00,morgan,Benzina,122,1.6,7.80,130.00,89.7,40.9
23980.00,nissan,Benzina,122,1.6,7.80,130.00,89.7,40.9
44998.00,nissan,Benzina,570,3.8,6.63,130.00,421.3,73.8
21470.00,nissan,Benzina,248,2.0,7.40,130.00,132.4,61.3
21470.00,nissan,Benzina,180,2.5,7.40,130.00,132.4,61.3
21470.00,nissan,Benzina,180,2.5,7.40,130.00,132.4,61.3
222985.00,nissan,Mild Ibrido,204,1.5,7.10,161.00,1076.0,54.9
28200.00,nissan,Mild Ibrido,163,1.5,7.10,161.00,1076.0,54.9
28200.00,nissan,Mild Ibrido,163,1.5,7.10,161.00,1076.0,54.9
28200.00,nissan,Mild Ibrido,184,2.5,7.10,161.00,1076.0,54.9
57690.00,nissan,Mild Ibrido,184,2.5,7.10,161.00,1076.0,54.9
57690.00,nissan,Mild Ibrido,184,2.5,7.10,161.00,1076.0,54.9
57690.00,nissan,Benzina,600,3.8,13.10,130.00,441.3,73.8
57690.00,nissan,Benzina,310,3.8,6.64,130.00,228.0,50.0
57690.00,nissan,Benzina,284,3.5,6.64,130.00,208.9,50.0
57690.00,nissan,Mild Ibrido,138,1.3,6.64,130.00,114.7,50.0
222885.00,nissan,Mild Ibrido,150,1.3,6.64,130.00,114.7,50.0
123456.00,nissan,Mild Ibrido,156,1.3,6.64,130.00,114.7,50.0
59590.00,nissan,Mild Ibrido,156,1.3,6.64,130.00,114.7,50.0
52090.00,nissan,Mild Ibrido,187,1.5,6.64,130.00,114.7,50.0
52090.00,nissan,Benzina,400,5.6,14.70,130.00,294.2,98.4
52090.00,nissan,Benzina,400,5.6,14.70,130.00,294.2,98.4
52090.00,nissan,Benzina,122,1.6,7.10,130.00,89.7,40.9
52090.00,nissan,Benzina,117,1.0,5.00,130.00,83.8,46.2
57730.00,nissan,Benzina,117,1.0,5.00,130.00,83.8,46.2
57730.00,nissan,Benzina,114,1.0,5.00,130.00,83.8,46.2
23610.00,nissan,Benzina,114,1.0,5.00,130.00,83.8,46.2
36890.00,nissan,Benzina,400,5.6,6.64,130.00,294.2,50.0
36890.00,nissan,Diesel,163,2.3,6.90,130.00,119.9,50.0
36890.00,nissan,Benzina,260,3.5,10.20,130.00,191.2,71.9
36890.00,nissan,Benzina,260,3.5,10.20,130.00,191.2,71.9
61720.00,nissan,Benzina,300,3.5,9.80,130.00,220.6,68.1
31540.00,nissan,Benzina,109,1.6,6.00,130.00,80.2,40.9
39580.00,nissan,Mild Ibrido,136,1.2,6.30,130.00,110.3,54.9
39580.00,nissan,Mild Ibrido,150,2.0,6.30,130.00,110.3,54.9
61000.00,nissan,Mild Ibrido,150,2.0,6.30,130.00,110.3,54.9
16500.00,nissan,Benzina,321,5.6,14.50,130.00,297.9,140.1
183800.00,nissan,Benzina,321,5.6,14.50,130.00,297.9,140.1
183800.00,nissan,Benzina,405,5.6,14.50,130.00,297.9,140.1
183800.00,nissan,Benzina,344,3.7,11.20,130.00,253.0,71.9
42627.00,nissan,Benzina,344,3.7,11.20,130.00,253.0,71.9
42627.00,nissan,Benzina,333,3.7,10.90,130.00,245.0,50.0
42627.00,nissan,Benzina,333,3.7,10.90,130.00,245.0,50.0
54990.00,nissan,Benzina,333,3.7,10.40,130.00,245.0,50.0
54990.00,nissan,Benzina,333,3.7,10.40,130.00,245.0,50.0
51210.00,nissan,Benzina,260,3.5,6.68,130.00,191.0,50.0
51210.00,nissan,Benzina,136,3.5,6.68,130.00,185.0,50.0
68420.00,nissan,Benzina,182,3.5,6.68,130.00,185.0,50.0
68420.00,nissan,Benzina,252,3.5,6.68,130.00,185.0,50.0
50950.00,nissan,Benzina,79,1.2,5.00,130.00,58.0,50.0
11968.00,nissan,Diesel,115,1.2,7.00,130.00,81.0,46.2
11968.00,nissan,Diesel,115,1.2,7.00,130.00,81.0,46.2
11968.00,nissan,Diesel,190,1.6,7.00,130.00,81.0,46.2
20990.00,nissan,Diesel,110,1.5,7.00,130.00,81.0,46.2
2150.00,nissan,Benzina,310,3.5,6.67,130.00,228.0,79.9
2150.00,nissan,Diesel,85,1.5,5.30,130.00,81.0,50.0
2150.00,nissan,Diesel,105,1.5,5.30,130.00,81.0,50.0
2150.00,nissan,Diesel,85,1.6,5.30,130.00,81.0,50.0
341205.00,nissan,Benzina,105,1.6,6.67,130.00,93.0,50.0
7590.00,nissan,Benzina,105,1.6,6.67,130.00,93.0,50.0
7590.00,nissan,Benzina,126,1.8,6.67,130.00,93.0,50.0
7590.00,nissan,Diesel,90,1.5,4.90,130.00,81.0,50.0
2000.00,nissan,Diesel,110,1.5,4.90,130.00,81.0,50.0
2000.00,nissan,Benzina,200,1.6,7.00,130.00,160.3,50.0
2000.00,nissan,Benzina,200,1.6,7.00,130.00,160.3,50.0
48800.00,nissan,Benzina,218,1.6,7.00,130.00,160.3,50.0
48800.00,nissan,Benzina,218,1.6,7.00,130.00,160.3,50.0
26750.00,nissan,Benzina,426,3.0,11.80,130.00,298.3,50.0
26750.00,nissan,Benzina,400,3.0,11.80,130.00,298.3,50.0
26750.00,nissan,Ibrido plug-in,130,1.6,3.50,31.00,133.1,43.2
26750.00,nissan,Ibrido plug-in,130,1.6,3.50,31.00,133.1,43.2
104900.00,nissan,Ibrido plug-in,130,1.6,3.50,31.00,133.1,43.2
104900.00,nissan,Ibrido plug-in,300,1.6,3.50,31.00,133.1,43.2
47780.00,opel,Ibrido plug-in,224,1.6,3.50,31.00,133.1,43.2
47780.00,opel,Ibrido plug-in,300,1.6,3.50,31.00,133.1,43.2
47780.00,opel,Diesel,120,2.0,5.40,130.00,130.2,70.0
47780.00,opel,Diesel,150,2.0,5.40,130.00,130.2,70.0
47780.00,opel,Diesel,177,2.0,5.40,130.00,130.2,70.0
47780.00,opel,Diesel,122,2.0,4.70,130.00,128.0,62.1
62495.00,opel,Diesel,174,2.0,4.70,130.00,128.0,62.1
62495.00,opel,Diesel,174,2.0,4.70,130.00,128.0,62.1
62495.00,opel,Diesel,200,2.0,4.70,130.00,128.0,62.1
49595.00,opel,Diesel,110,1.5,4.30,130.00,95.6,50.0
49595.00,opel,Diesel,130,1.5,4.30,130.00,95.6,50.0
49595.00,opel,Diesel,102,1.5,4.30,130.00,95.6,50.0
49595.00,opel,Diesel,76,1.5,4.30,130.00,95.6,50.0
411551.00,opel,Diesel,130,1.5,4.30,130.00,95.6,50.0
411551.00,opel,Diesel,130,1.5,4.30,130.00,95.6,50.0
411551.00,opel,Benzina,207,1.6,7.50,130.00,152.0,50.0
411551.00,opel,Metano,115,1.0,7.00,130.00,66.0,45.0
411551.00,opel,Metano,90,1.0,7.00,130.00,66.0,45.0
411551.00,opel,Metano,70,1.2,7.00,130.00,66.0,45.0
17500.00,opel,Metano,90,1.4,7.00,130.00,66.0,45.0
15240.00,opel,Metano,90,1.4,7.00,130.00,66.0,45.0
15240.00,opel,Metano,90,1.4,7.00,130.00,66.0,45.0
15240.00,opel,Metano,90,1.4,7.00,130.00,66.0,45.0
15240.00,opel,Metano,100,1.4,7.00,130.00,66.0,45.0
15240.00,opel,Metano,150,1.4,7.00,130.00,66.0,45.0
15240.00,opel,Metano,95,1.3,7.00,130.00,66.0,45.0
15240.00,opel,Metano,75,1.3,7.00,130.00,66.0,45.0
15240.00,opel,Metano,95,1.3,7.00,130.00,66.0,45.0
15240.00,opel,Metano,95,1.3,7.00,130.00,66.0,45.0
15240.00,opel,Metano,90,1.4,7.00,130.00,66.0,45.0
15240.00,opel,Diesel,140,1.5,5.30,130.00,125.1,62.1
15240.00,opel,Diesel,165,1.5,5.30,130.00,125.1,62.1
15240.00,opel,Diesel,140,1.5,5.30,130.00,125.1,62.1
15240.00,opel,Diesel,165,1.5,5.30,130.00,125.1,62.1
41780.00,opel,Diesel,260,2.0,5.30,130.00,125.1,62.1
41780.00,opel,Diesel,170,2.0,5.30,130.00,125.1,62.1
41780.00,opel,Diesel,95,1.3,6.64,130.00,81.0,56.0
41780.00,opel,Diesel,95,1.3,6.64,130.00,81.0,56.0
41780.00,opel,Diesel,136,1.6,6.64,130.00,81.0,56.0
41780.00,opel,Diesel,110,1.7,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,130,1.7,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,130,1.7,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,110,1.7,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,130,1.7,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,110,1.7,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,100,1.4,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,140,1.4,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,140,1.4,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,140,1.4,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,115,1.6,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,115,1.6,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,180,1.6,6.64,130.00,81.0,56.0
27600.00,opel,Diesel,180,1.6,6.64,130.00,81.0,56.0
27600.00,opel,Benzina,280,2.0,8.10,130.00,206.0,50.0
27600.00,opel,Diesel,83,1.2,7.00,130.00,80.9,50.0
27600.00,opel,Diesel,130,1.2,7.00,130.00,80.9,50.0
27600.00,opel,Diesel,110,1.2,7.00,130.00,80.9,50.0
42990.00,opel,Diesel,130,1.2,7.00,130.00,80.9,50.0
35095.00,opel,Diesel,120,1.5,7.00,130.00,80.9,50.0
35095.00,opel,Diesel,110,1.5,7.00,130.00,80.9,50.0
35095.00,opel,Benzina,115,1.0,5.10,130.00,64.0,34.8
35095.00,opel,Benzina,90,1.0,5.10,130.00,64.0,34.8
35095.00,opel,Benzina,70,1.2,5.10,130.00,64.0,34.8
35095.00,opel,Benzina,70,1.2,5.10,130.00,64.0,34.8
18690.00,opel,Benzina,100,1.4,5.10,130.00,64.0,34.8
18690.00,opel,Benzina,87,1.4,5.10,130.00,64.0,34.8
18690.00,opel,Benzina,100,1.4,5.10,130.00,64.0,34.8
18690.00,opel,Benzina,87,1.4,5.10,130.00,64.0,34.8
18690.00,opel,Diesel,120,1.4,6.20,130.00,121.0,56.0
18690.00,opel,Diesel,140,1.4,6.20,130.00,121.0,56.0
18690.00,opel,Diesel,170,1.6,6.20,130.00,121.0,56.0
18690.00,opel,Diesel,170,1.6,6.20,130.00,121.0,56.0
26000.00,opel,Diesel,200,1.6,6.20,130.00,121.0,56.0
26000.00,opel,Diesel,195,2.0,6.20,130.00,121.0,56.0
26000.00,opel,Diesel,165,2.0,6.20,130.00,121.0,56.0
26000.00,opel,Diesel,165,2.0,6.20,130.00,121.0,56.0
26000.00,opel,Benzina,325,2.8,11.40,130.00,239.0,50.0
